takilman,"	takilmen
"
shabbiness,"	shabbinesses
"
cataphoresis,"	cataphoreses
"
bigamy,"	bigamies
"
microcytosis,"	microcytoses
"
responsiveness,"	responsivenesses
"
pitiless,"	pitilesses
"
euphemism,"	euphemisms
"
english,"	englishes
"
trainman,"	trainmen
"
embarrass,"	embarrasses
"
biliousness,"	biliousnesses
"
conductress,"	conductresses
"
spacy,"	spacies
"
salubrity,"	salubrities
"
acrocyanosis,"	acrocyanoses
"
robustness,"	robustnesses
"
agency,"	agencies
"
biedermeier,"	biedermeiers
"
confess,"	confesses
"
skiagraphy,"	skiagraphies
"
temptingness,"	temptingnesses
"
cord,"	cords
"
cumbria,"	cumbrias
"
peeress,"	peeresses
"
paraplegia,"	paraplegias
"
shadbush,"	shadbushes
"
meaningless,"	meaninglesses
"
velleity,"	velleities
"
stratum,"	strata
"
stash,"	stashes
"
populousness,"	populousnesses
"
catachresis,"	catachreses
"
inappositeness,"	inappositenesses
"
calash,"	calashes
"
sherwood,"	sherwoods
"
electrolysis,"	electrolyses
"
snobbery,"	snobberies
"
gauss,"	gausses
"
torus,"	tori
"
countrywoman,"	countrywomen
"
suborder,"	suborders
"
weirdy,"	weirdies
"
recency,"	recencies
"
wigless,"	wiglesses
"
depress,"	depresses
"
chariness,"	charinesses
"
hotfoot,"	hotfeet
"
crispiness,"	crispinesses
"
dinette,"	dinettes
"
swbs,"	swbss
"
manilkara,"	manilkaras
"
biogenesis,"	biogeneses
"
cadra,"	cadras
"
worldliness,"	worldlinesses
"
skillfulness,"	skillfulnesses
"
panthera,"	pantheras
"
mendicancy,"	mendicancies
"
dielectrolysis,"	dielectrolyses
"
imbue,"	imbues
"
ricinus,"	ricinuss
"
anhydrosis,"	anhydroses
"
peron,"	perons
"
grudge,"	grudges
"
bounteousness,"	bounteousnesses
"
trichiniasis,"	trichiniases
"
sandiness,"	sandinesses
"
curettement,"	curettements
"
lowness,"	lownesses
"
gyneolatry,"	gyneolatries
"
phthisis,"	phthises
"
paleopathology,"	paleopathologies
"
hypozeuxis,"	hypozeuxes
"
whizz,"	whizzs
"
territoriality,"	territorialities
"
impenetrability,"	impenetrabilities
"
salmon,"	salmon
"
deceitfulness,"	deceitfulnesses
"
recess,"	recesses
"
antisepsis,"	antisepses
"
pantry,"	pantries
"
stover,"	stovers
"
bureau,"	bureaux
"
overcall,"	overcalls
"
humour,"	humours
"
rootlet,"	rootlets
"
yeshivah,"	yeshivahs
"
prisonbreak,"	prisonbreaks
"
sass,"	sasses
"
patness,"	patnesses
"
lambaste,"	lambastes
"
endocrinology,"	endocrinologies
"
anathema,"	anathemata
"
crisis,"	crises
"
scry,"	scries
"
salacity,"	salacities
"
essentiality,"	essentialities
"
vivacity,"	vivacities
"
topology,"	topologies
"
philanthropy,"	philanthropies
"
ercilla,"	ercillas
"
ravenousness,"	ravenousnesses
"
gorman,"	gormen
"
ghastliness,"	ghastlinesses
"
ptosis,"	ptoses
"
duplication,"	duplications
"
pliny,"	plinies
"
intrepidity,"	intrepidities
"
dichotomy,"	dichotomies
"
lepidoptery,"	lepidopteries
"
turbulency,"	turbulencies
"
paltry,"	paltries
"
surrebutter,"	surrebutters
"
sweetness,"	sweetnesses
"
inspiration,"	inspirations
"
manx,"	manges
"
gummy,"	gummies
"
rangy,"	rangies
"
sogginess,"	sogginesses
"
featheredge,"	featheredges
"
tabu,"	tabus
"
clv,"	clvs
"
concealment,"	concealments
"
resonance,"	resonances
"
frowsy,"	frowsies
"
clunch,"	clunches
"
crisscross,"	crisscrosses
"
dowdiness,"	dowdinesses
"
bishopry,"	bishopries
"
tyne,"	tynes
"
sufficiency,"	sufficiencies
"
kantrex,"	kantrexes
"
ipidae,"	ipidaes
"
duplicity,"	duplicities
"
den,"	dens
"
symphysis,"	symphyses
"
tush,"	tushes
"
slur,"	slurs
"
reproduction,"	reproductions
"
diptych,"	diptyches
"
orycteropus,"	orycteropera
"
solicitousness,"	solicitousnesses
"
immensity,"	immensities
"
jellyroll,"	jellyrolls
"
lawlessness,"	lawlessnesses
"
manpower,"	manpowers
"
recalcitrancy,"	recalcitrancies
"
cdc,"	cdcs
"
trounce,"	trounces
"
baykal,"	baykals
"
heronry,"	heronries
"
inadequacy,"	inadequacies
"
hornless,"	hornlesses
"
boisterousness,"	boisterousnesses
"
ceremoniousness,"	ceremoniousnesses
"
yeasty,"	yeasties
"
story,"	stories
"
unfeasibility,"	unfeasibilities
"
selfless,"	selflesses
"
duty,"	duties
"
countermarch,"	countermarches
"
manumission,"	manumissions
"
ticktacktoe,"	ticktacktoes
"
overripe,"	overripes
"
incorruptness,"	incorruptnesses
"
fosamax,"	fosamaxes
"
cathryn,"	cathryns
"
humanization,"	humanizations
"
collagen,"	collagens
"
transitoriness,"	transitorinesses
"
kitschy,"	kitschies
"
backwash,"	backwashes
"
rasping,"	raspings
"
cyberphobia,"	cyberphobias
"
crosshatch,"	crosshatches
"
prognosis,"	prognoses
"
tableau,"	tableaux
"
sugariness,"	sugarinesses
"
cachet,"	cachets
"
human,"	humen
"
correctness,"	correctnesses
"
urbanise,"	urbanises
"
impermanency,"	impermanencies
"
chlorinity,"	chlorinities
"
prefix,"	prefixes
"
subterraneousness,"	subterraneousnesses
"
inheritrix,"	inheritrices
"
chechen,"	chechens
"
pyroxyline,"	pyroxylines
"
accordance,"	accordances
"
valmy,"	valmies
"
waldheim,"	waldheims
"
townee,"	townees
"
mastery,"	masteries
"
sylla,"	syllas
"
nephrology,"	nephrologies
"
alkalosis,"	alkaloses
"
podocarp,"	podocarps
"
mycoplasmataceae,"	mycoplasmataceaes
"
wistfulness,"	wistfulnesses
"
soupy,"	soupies
"
pibroch,"	pibroches
"
ceratitis,"	ceratitis
"
tewkesbury,"	tewkesburies
"
bountifulness,"	bountifulnesses
"
meany,"	meanies
"
hemolysin,"	hemolysins
"
soapy,"	soapies
"
coalescency,"	coalescencies
"
internalisation,"	internalisations
"
bankruptcy,"	bankruptcies
"
bouncy,"	bouncies
"
sportswoman,"	sportswomen
"
inheritress,"	inheritresses
"
sauciness,"	saucinesses
"
pneumothorax,"	pneumothoraxes
"
community,"	communities
"
copyist,"	copyists
"
scapose,"	scaposes
"
penalisation,"	penalisations
"
balk,"	balks
"
histiocytosis,"	histiocytoses
"
topix,"	topixes
"
microcephaly,"	microcephalies
"
eeriness,"	eerinesses
"
bap,"	baps
"
season,"	seasons
"
lovesickness,"	lovesicknesses
"
excessiveness,"	excessivenesses
"
profess,"	professes
"
underhand,"	underhands
"
douche,"	douches
"
rattlebox,"	rattleboxes
"
refractory,"	refractories
"
greatness,"	greatnesses
"
pozsony,"	pozsonies
"
hypervitaminosis,"	hypervitaminoses
"
amylolysis,"	amylolyses
"
asceticism,"	asceticisms
"
normality,"	normalities
"
tsk,"	tsks
"
traitorousness,"	traitorousnesses
"
agenesis,"	ageneses
"
rigidness,"	rigidnesses
"
nephrocalcinosis,"	nephrocalcinoses
"
rhizopus,"	rhizopera
"
redemptory,"	redemptories
"
bialy,"	bialies
"
protectorship,"	protectorships
"
everlastingness,"	everlastingnesses
"
puccini,"	puccinis
"
purgatory,"	purgatories
"
redress,"	redresses
"
timorousness,"	timorousnesses
"
ferocity,"	ferocities
"
palaeopathology,"	palaeopathologies
"
crotch,"	crotches
"
acrimony,"	acrimonies
"
brindisi,"	brindisis
"
liverwort,"	liverworts
"
suppository,"	suppositories
"
ministry,"	ministries
"
ergodicity,"	ergodicities
"
hyperalimentation,"	hyperalimentations
"
heartleaf,"	heartleaves
"
constructiveness,"	constructivenesses
"
coil,"	coils
"
hangzhou,"	hangzhous
"
viscountess,"	viscountesses
"
courtliness,"	courtlinesses
"
spiritedness,"	spiritednesses
"
inquisitory,"	inquisitories
"
hubris,"	hubriss
"
cranky,"	crankies
"
analogist,"	analogists
"
spirituality,"	spiritualities
"
complexness,"	complexnesses
"
perfidy,"	perfidies
"
reorientation,"	reorientations
"
cyme,"	cymes
"
kind,"	kinds
"
hypoxis,"	hypoxes
"
rhododendron,"	rhododendrons
"
dicrostonyx,"	dicrostonyxes
"
inebriety,"	inebrieties
"
liability,"	liabilities
"
merino,"	merinoes
"
pleximetry,"	pleximetries
"
largess,"	largesses
"
derequisition,"	derequisitions
"
tom,"	toms
"
knavery,"	knaveries
"
otolaryngology,"	otolaryngologies
"
solubleness,"	solublenesses
"
felicia,"	felicias
"
design,"	designs
"
pseudolarix,"	pseudolarixes
"
sawfly,"	sawflies
"
nameless,"	namelesses
"
captivity,"	captivities
"
biconvex,"	biconvexes
"
macrosporangium,"	macrosporangiums
"
lieutenancy,"	lieutenancies
"
roadman,"	roadmen
"
jemmy,"	jemmies
"
lindera,"	linderas
"
oceanology,"	oceanologies
"
fischer,"	fischers
"
patchouly,"	patchoulies
"
hunch,"	hunches
"
greybeard,"	greybeards
"
bunny,"	bunnies
"
croupy,"	croupies
"
raspy,"	raspies
"
disoblige,"	disobliges
"
pharynx,"	pharynges
"
hungriness,"	hungrinesses
"
imperceptibility,"	imperceptibilities
"
wolfman,"	wolfmen
"
braless,"	bralesses
"
gregory,"	gregories
"
busman,"	busmen
"
diltiazem,"	diltiazems
"
corporality,"	corporalities
"
willowy,"	willowies
"
anestrum,"	anestrums
"
zoosh,"	zooshes
"
gerontology,"	gerontologies
"
delectability,"	delectabilities
"
yarder,"	yarders
"
beauty,"	beauties
"
vaporousness,"	vaporousnesses
"
mycosis,"	mycoses
"
brattice,"	brattices
"
literalism,"	literalisms
"
qualify,"	qualifies
"
meshwork,"	meshworks
"
density,"	densities
"
cathode,"	cathodes
"
dentistry,"	dentistries
"
listener,"	listeners
"
asperity,"	asperities
"
eretmochelys,"	eretmochelyss
"
fluky,"	flukies
"
piousness,"	piousnesses
"
convergency,"	convergencies
"
chronology,"	chronologies
"
indexless,"	indexlesses
"
reckless,"	recklesses
"
kleenex,"	kleenexes
"
paleobiology,"	paleobiologies
"
reactivity,"	reactivities
"
windlessness,"	windlessnesses
"
resinlike,"	resinlikes
"
scoliosis,"	scolioses
"
propagator,"	propagators
"
conviviality,"	convivialities
"
powderiness,"	powderinesses
"
quantum,"	quanta
"
amity,"	amities
"
brush,"	brushes
"
diplopoda,"	diplopodas
"
malmo,"	malmoes
"
creepy,"	creepies
"
scow,"	scows
"
feather,"	feathers
"
disdainfulness,"	disdainfulnesses
"
myxoedema,"	myxoedemas
"
highness,"	highnesses
"
courage,"	courages
"
weaponless,"	weaponlesses
"
drury,"	druries
"
mismarry,"	mismarries
"
lorry,"	lorries
"
beauteousness,"	beauteousnesses
"
indeterminateness,"	indeterminatenesses
"
lithography,"	lithographies
"
dimash,"	dimashes
"
judiciousness,"	judiciousnesses
"
expensiveness,"	expensivenesses
"
chivvy,"	chivvies
"
snake,"	snakes
"
headstall,"	headstalls
"
frothiness,"	frothinesses
"
enjoyableness,"	enjoyablenesses
"
ribgrass,"	ribgrasses
"
trendy,"	trendies
"
paleoencephalon,"	paleoencephalons
"
assemblywoman,"	assemblywomen
"
benedictine,"	benedictines
"
crum,"	crums
"
promiscuity,"	promiscuities
"
dispiritedness,"	dispiritednesses
"
triplicity,"	triplicities
"
suffrutex,"	suffrutexes
"
cover,"	covers
"
metempsychosis,"	metempsychoses
"
continency,"	continencies
"
fieriness,"	fierinesses
"
specialty,"	specialties
"
degrease,"	degreases
"
tortuosity,"	tortuosities
"
credibleness,"	crediblenesses
"
inerrancy,"	inerrancies
"
bercy,"	bercies
"
rustiness,"	rustinesses
"
scatophagy,"	scatophagies
"
schizosaccharomycetaceae,"	schizosaccharomycetaceaes
"
lactase,"	lactases
"
pathlogy,"	pathlogies
"
pity,"	pities
"
monstrosity,"	monstrosities
"
cousteau,"	cousteaux
"
angularity,"	angularities
"
nucleosynthesis,"	nucleosyntheses
"
succuss,"	succusses
"
squawky,"	squawkies
"
anogramma,"	anogrammas
"
overmuchness,"	overmuchnesses
"
synapsis,"	synapses
"
tangibility,"	tangibilities
"
abstractness,"	abstractnesses
"
ethene,"	ethenes
"
eminence,"	eminences
"
submersion,"	submersions
"
counterdemonstrator,"	counterdemonstrators
"
doubter,"	doubters
"
lasix,"	lasixes
"
thyrotoxicosis,"	thyrotoxicoses
"
shoat,"	shoats
"
mealy,"	mealies
"
justiciary,"	justiciaries
"
trichopteron,"	trichopterons
"
theologiser,"	theologisers
"
countercheck,"	counterchecks
"
fluoroscopy,"	fluoroscopies
"
residency,"	residencies
"
homogeneousness,"	homogeneousnesses
"
gynaeolatry,"	gynaeolatries
"
villainy,"	villainies
"
jav,"	javs
"
abscissa,"	abscissae
"
calligraphy,"	calligraphies
"
porcelain,"	porcelains
"
abash,"	abashes
"
ischigualastia,"	ischigualastias
"
vie,"	vies
"
doss,"	dosses
"
competency,"	competencies
"
millrace,"	millraces
"
reformatory,"	reformatories
"
conchology,"	conchologies
"
counterinsurgency,"	counterinsurgencies
"
physostegia,"	physostegias
"
humbleness,"	humblenesses
"
joylessness,"	joylessnesses
"
leftish,"	leftishes
"
faithlessness,"	faithlessnesses
"
spontaneity,"	spontaneities
"
immunosuppressor,"	immunosuppressors
"
balloonfish,"	balloonfish
"
dimensionality,"	dimensionalities
"
unreality,"	unrealities
"
speculativeness,"	speculativenesses
"
proteolysis,"	proteolyses
"
phalaenopsis,"	phalaenopses
"
athetosis,"	athetoses
"
immoderateness,"	immoderatenesses
"
swietinia,"	swietinias
"
costiasis,"	costiases
"
tantalise,"	tantalises
"
texan,"	texans
"
luggage,"	luggage
"
terrify,"	terrifies
"
brawn,"	brawns
"
tumidness,"	tumidnesses
"
hemorrhage,"	hemorrhages
"
klorvess,"	klorvesses
"
pregnancy,"	pregnancies
"
vapidness,"	vapidnesses
"
diabolise,"	diabolises
"
wealthiness,"	wealthinesses
"
shoeless,"	shoelesses
"
cattleman,"	cattlemen
"
ignominy,"	ignominies
"
anglicise,"	anglicises
"
albizzia,"	albizzias
"
siam,"	siams
"
gimpiness,"	gimpinesses
"
cholecystectomy,"	cholecystectomies
"
schuss,"	schusses
"
cohesiveness,"	cohesivenesses
"
digestibleness,"	digestiblenesses
"
sensuousness,"	sensuousnesses
"
enterobiasis,"	enterobiases
"
zymology,"	zymologies
"
hypocellularity,"	hypocellularities
"
qum,"	qums
"
wiseish,"	wiseishes
"
modernization,"	modernizations
"
stoichiometry,"	stoichiometries
"
cornflour,"	cornflours
"
reminiscence,"	reminiscences
"
concaveness,"	concavenesses
"
stagecoach,"	stagecoaches
"
clemency,"	clemencies
"
anybody,"	anybodies
"
specie,"	species
"
supply,"	supplies
"
otorhinolaryngology,"	otorhinolaryngologies
"
initiator,"	initiators
"
tenuity,"	tenuities
"
donetsk,"	donetsks
"
vanity,"	vanities
"
subservientness,"	subservientnesses
"
dormouse,"	dormice
"
bondman,"	bondmen
"
neurotransmitter,"	neurotransmitters
"
moss,"	mosses
"
photography,"	photographies
"
handwash,"	handwashes
"
rash,"	rashes
"
urbanisation,"	urbanisations
"
anamnesis,"	anamneses
"
palingenesis,"	palingeneses
"
fearless,"	fearlesses
"
youngness,"	youngnesses
"
mandolin,"	mandolins
"
acidosis,"	acidoses
"
participation,"	participations
"
hematocytopenia,"	hematocytopenias
"
craton,"	cratons
"
statice,"	statices
"
rhapsody,"	rhapsodies
"
hay,"	hays
"
goniff,"	goniffs
"
candlewick,"	candlewicks
"
realness,"	realnesses
"
affectionateness,"	affectionatenesses
"
levanter,"	levanters
"
abeam,"	abeams
"
neolentinus,"	neolentinuss
"
retry,"	retries
"
subconsciousness,"	subconsciousnesses
"
outdoorswoman,"	outdoorswomen
"
blunderbuss,"	blunderbusses
"
ezra,"	ezras
"
businesswoman,"	businesswomen
"
planate,"	planates
"
rebuild,"	rebuilds
"
attestation,"	attestations
"
pteridology,"	pteridologies
"
rook,"	rooks
"
kura,"	kuras
"
percussion,"	percussions
"
littleness,"	littlenesses
"
beau,"	beaux
"
cardcastle,"	cardcastles
"
expositor,"	expositors
"
enema,"	enemata
"
voodoo,"	voodoos
"
outflank,"	outflanks
"
lithane,"	lithanes
"
inferiority,"	inferiorities
"
filthiness,"	filthinesses
"
steepness,"	steepnesses
"
publiciser,"	publicisers
"
diarchy,"	diarchies
"
odysseus,"	odysseuss
"
indistinguishability,"	indistinguishabilities
"
adoxography,"	adoxographies
"
hueless,"	huelesses
"
boringness,"	boringnesses
"
parrotiopsis,"	parrotiopses
"
sonography,"	sonographies
"
blatancy,"	blatancies
"
comminatory,"	comminatories
"
sweatband,"	sweatbands
"
viewership,"	viewerships
"
lattice,"	lattices
"
sorex,"	sorexes
"
enduringness,"	enduringnesses
"
cacography,"	cacographies
"
headless,"	headlesses
"
tepic,"	tepics
"
tress,"	tresses
"
diapedesis,"	diapedeses
"
spunky,"	spunkies
"
holometaboly,"	holometabolies
"
desolation,"	desolations
"
changefulness,"	changefulnesses
"
polymorphism,"	polymorphisms
"
synchronicity,"	synchronicities
"
amniocentesis,"	amniocenteses
"
reliant,"	reliants
"
dissolubility,"	dissolubilities
"
presume,"	presumes
"
twenty,"	twenties
"
tristan,"	tristans
"
arteriectasis,"	arteriectases
"
grapy,"	grapies
"
surrogate,"	surrogates
"
koizumi,"	koizumis
"
anamorphosis,"	anamorphoses
"
acetify,"	acetifies
"
mussiness,"	mussinesses
"
osteology,"	osteologies
"
snug,"	snugs
"
procaryote,"	procaryotes
"
rudderfish,"	rudderfish
"
mapple,"	mapples
"
shipway,"	shipways
"
mispronounce,"	mispronounces
"
waterway,"	waterways
"
ariail,"	ariails
"
infantryman,"	infantrymen
"
buttony,"	buttonies
"
torch,"	torches
"
speakeasy,"	speakeasies
"
photolithography,"	photolithographies
"
thorniness,"	thorninesses
"
rothko,"	rothkoes
"
precocity,"	precocities
"
bacca,"	baccas
"
curability,"	curabilities
"
aeriform,"	aeriforms
"
sixpenny,"	sixpennies
"
digitalization,"	digitalizations
"
sky,"	skies
"
ploughboy,"	ploughboys
"
bawdiness,"	bawdinesses
"
redundancy,"	redundancies
"
coccidiosis,"	coccidioses
"
boatmanship,"	boatmanships
"
lifeline,"	lifelines
"
pangloss,"	panglosses
"
debaser,"	debasers
"
reiteration,"	reiterations
"
surprisingness,"	surprisingnesses
"
barbarity,"	barbarities
"
diverseness,"	diversenesses
"
allotrope,"	allotropes
"
tartness,"	tartnesses
"
hemiptera,"	hemipteras
"
doyen,"	doyens
"
mistress,"	mistresses
"
timeless,"	timelesses
"
suggestiveness,"	suggestivenesses
"
sheeny,"	sheenies
"
plectania,"	plectanias
"
workingman,"	workingmen
"
atheneum,"	atheneums
"
needy,"	needies
"
tantalize,"	tantalizes
"
middle,"	middles
"
flighty,"	flighties
"
ethnologist,"	ethnologists
"
profundity,"	profundities
"
sachsen,"	sachsens
"
observatory,"	observatories
"
knotgrass,"	knotgrasses
"
adequacy,"	adequacies
"
bunk,"	bunks
"
stogy,"	stogies
"
millwheel,"	millwheels
"
tongueless,"	tonguelesses
"
attorneyship,"	attorneyships
"
americium,"	americiums
"
quirkiness,"	quirkinesses
"
grubbiness,"	grubbinesses
"
nympholepsy,"	nympholepsies
"
tracheostomy,"	tracheostomies
"
cranium,"	crania
"
shikoku,"	shikokus
"
brackishness,"	brackishnesses
"
tribology,"	tribologies
"
signatory,"	signatories
"
indelicacy,"	indelicacies
"
resh,"	reshes
"
aleatory,"	aleatories
"
tactfulness,"	tactfulnesses
"
shadberry,"	shadberries
"
taxability,"	taxabilities
"
popularity,"	popularities
"
paleoanthropology,"	paleoanthropologies
"
uglify,"	uglifies
"
chubbiness,"	chubbinesses
"
nicety,"	niceties
"
mirky,"	mirkies
"
draftsperson,"	draftspeople
"
jaggedness,"	jaggednesses
"
azadirachtin,"	azadirachtins
"
viscountcy,"	viscountcies
"
horsewoman,"	horsewomen
"
discolourise,"	discolourises
"
aide,"	aides
"
mailbox,"	mailboxes
"
allocation,"	allocations
"
tosh,"	toshes
"
rancidity,"	rancidities
"
animality,"	animalities
"
accuracy,"	accuracies
"
proprietress,"	proprietresses
"
pissis,"	pisses
"
draftsman,"	draftsmen
"
subduer,"	subduers
"
opus,"	opera
"
reflectivity,"	reflectivities
"
wordbook,"	wordbooks
"
ontogeny,"	ontogenies
"
heterology,"	heterologies
"
puss,"	pusses
"
harbourless,"	harbourlesses
"
orwell,"	orwells
"
loopy,"	loopies
"
thm,"	thms
"
seafront,"	seafronts
"
prickliness,"	pricklinesses
"
polyhidrosis,"	polyhidroses
"
cunnilingus,"	cunnilinguss
"
angriness,"	angrinesses
"
beseech,"	beseeches
"
haemodialysis,"	haemodialyses
"
chaplin,"	chaplins
"
enormousness,"	enormousnesses
"
headpiece,"	headpieces
"
venography,"	venographies
"
neurosis,"	neuroses
"
muscularity,"	muscularities
"
multistory,"	multistories
"
abimelech,"	abimeleches
